protocol,domain_name,address,having_ip_address,long_url,shortening_service,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,https_token,age_of_domain,dns_record,web_traffic,domain_registration_length,statistical_report,iframe,mouse_over,label
https,metalurgicagiom.com.br,languages/?data=d2FzQG1pY2hhbHNreS1jb3N3aWcuZGU,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1
https,monbudri.xyz,geo/nl/eur/register/5/index.php,0,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1
https,docsharex-authorize.firebaseapp.com,common/oauth2/authorize-client_id-43435a7b9-9a363-49130-a426-35363201d503&amp;redirect_uri-www-office-com-response_type-code-id_token&amp;sco,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1
https,wallieget.com,8jdu/sb6/index.php?_&amp;_&amp;_,0,2,1,0,0,0,0,0,2,0,1,2,0,1,1,1
http,albel.intnet.mu,File/download_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid_JeHJOXK0IDw_JOXK0IDD&amp;userid=,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1
https,aagamsteelcorporation.com,New%20/crypt/index.php?email=user@calstatela.edu,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
http,adityaschooljabalpur.com,hun73rc0nf/3//?n=ent.pierrebouldoire@meshnet.fr,0,1,0,1,1,0,0,0,2,0,1,2,0,1,1,1
https,fantech.co.il,fantech/pictures/?data=YWJ1c2VAaW9ub3MuY29t,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,7a4298b9.sso-mail-secure234ds23d23wd1.pages.dev,?user=loca@locaweb.com.br,0,1,0,1,0,1,2,0,0,0,1,0,1,1,1,1
https,deny-logon-attempt.com,,0,0,1,0,0,1,0,0,2,0,1,1,1,1,1,1
https,asaipestcontrol.com,google01a0a1e34d53w2.html,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,shanky0.github.io,Netflix-Clone,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,www.slowlinebag.jp,wp-content/cache/login/seerpaw/Piricularia_progenitive.html,0,1,0,0,0,0,0,0,1,0,2,1,0,1,1,1
http,www.etc-meisfrr.xyz,,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1
https,fi.uy,jm8r,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,d3ncuwwrr82.typeform.com,to/DPXNMcOD,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,linktr.ee,PayPaI.Account,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,www.hifly38926.top,#/,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1
http,plush.my,servi-en/en/doss/debe467dffd29369a23ec407a20098d7,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,mjaymu1hetqymhro.filesusr.com,html/c69417_3069841d505568614ed8bca153fc7adf.html,0,1,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,dhfgrkh.weebly.com,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,13-210-12-248.cprapid.com,e-service.post.ch/Seleccione_medio_de_pago.php,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1
http,www.rondelbarrilito.com,filedocu/xx/,0,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1
http,www.stolizaparketa.ru,wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=info@vauxhallsportscarclub.co.uk,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
https,bit.ly,i-14Orange,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,www.o.maoerin.com,,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1
https,monbudri.xyz,geo/dk/eur/register/5/index.php,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,1
https,irs.goovernment.net,form/personal,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
https,dlink.me,zal96,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,jurlebedev.ru,wp-content/languages/BPD/Popularenlinea/index.php,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,gedfdfsd.eu,#/%3CEMAIL%3E,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,minamikaga.or.jp,handlebars-qixin-bicycle-rest-and-relaxation-handrails-bicycle/bike-frames-tyzny-506717.shtm,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,www.ibpm.ru,revslider/js/jquey/java/ndidi/dalu.php,0,2,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,www.usfn.net,plugins/mkb/mkbnetbankar.hu/3e34a70e03321dc24d2f89c6266767f9/,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,sharedfax815201376.wordpress.com,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,well-42d74.web.app,?app=redacted%40abuse.ionos.com,0,2,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,socialpinch.com,wp-content/hotmail,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,qevwisdfztymporlndsckabdil-dot-gl44393333333.rj.r.appspot.com,''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''/,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,adityaschooljabalpur.com,hun73rc0nf/1//?n=didierab@cge-ol.fr,0,2,0,1,1,0,0,0,2,0,1,2,0,1,1,1
https,irs-gov.us-coronavirus-tax-relief-impact.com,form/personal,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1
https,aplus.co.jp.kqsyz.com,login.html,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
http,r3c31v30n3-ws1gn1ns3rv3r.000webhostapp.com,termz.html,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,1
http,299kensingtonroad.my.webex.com,,0,0,1,0,0,0,2,0,2,0,1,2,0,1,1,1
https,bearmybrand.com,pancakeswap/index.html,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
https,form.asana.com,?k=cdXMabdEiqp1lS8O45yzlw&amp;d=1200547430279636,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,skygobank.com,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,clouddoc-authorize.firebaseapp.com,,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
https,www.tikitaps.com,wp-includes/ip/,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,selector26.gg,wallet,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,hcnprdvz.azureedge.net,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,048d7b4.wcomhost.com,Ameli-Assurance/remboursement/login/,0,2,1,0,0,0,0,0,0,0,2,0,0,1,1,1
http,kreatebuzz.com,manager/css/huntington/account.html,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,builmon.xyz,geo/fr/eur/inscription/5/index_auth.php,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1
http,afreemart.xyz,index.php?main_page=product_info&amp;products_id=54148,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,kilshi.com,js/inv/ccsvdln5l11oag0r9aknup63.php?GCb61b16248458430cbc4ce2cbffb4b04c611e9f19857f4f0cbc4ce2cbffb4b04c611e9f19857f4f0cbc4ce2cbffb4b04c611e9f19857f4f0cbc4ce2cbffb4b04c611e9f19857f4f0cbc4ce2cbffb4b04c611e9f19857f4f&AP___=&error=,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,storage.googleapis.com,abjsfatitvyrobprkawlycsckcwrvnntndjwbgoqjiswdbkhhlyxnbv/cli123.html,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
https,638ca12d-ba2f-451c-8418-faf56b7de7ff.htmlcomponentservice.com,get_draft?id=638ca1_14694f4a84161543466426a12288de1a.html,0,1,0,0,0,1,0,0,2,0,2,2,0,1,1,1
http,identifiez-vous-avec-votre-compte.yolasite.com,,0,2,0,0,0,1,0,0,1,1,1,1,0,1,1,1
https,idam-web-public.aat.platform.hmcts.net,login?response_type=code&amp;state=5d96df59-444b-4c12-9872-4a549cb34f20&amp;client_id=cmc_legal&amp;redirect_uri=https,0,1,0,0,0,1,1,1,2,0,2,2,0,1,1,1
https,prosxsiuser.myfreesites.net,,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,zxas.xkrvrvn.cn,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,tawk.link,5e9f607835bcbb0c9ab3656a/t/new-ticket/d3e5f86dddb76aaf581d0c09b5b91b2c034004c0/task_payment_doe1.pdf,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,e63q45f9h5fr.clickfunnels.com,optin1640120604852,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,omesqiwines.de,Amazon/8dc34ef47fa64afdb70baa5524d16a32/information.php,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,service-lkdn2020.gacconstrutora.com.br,Process/,0,2,0,0,0,1,2,0,2,0,1,0,0,1,1,1
https,bit.ly,3mGiJ5v,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,f6fr7.codesandbox.io,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,netflix-techarmy.me,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,discord-steam.tk,wp-admin,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
https,sparkasse-costumercare.de,,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1
https,7a4298b9.sso-mail-secure234ds23d23wd1.pages.dev:443,support/,0,2,0,0,0,1,2,0,1,0,1,1,1,1,1,1
http,walldesign.com.tr,admin/language/ch/,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
http,mjaymup1bmuymzfzda.filesusr.com,html/c69417_3069841d505568614ed8bca153fc7adf.html,0,1,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,cpcalendars.granadoemurahara.com.br,cmd-login=5832e3099ec7f681d3c99b0a06d78897/?reff=NTliNzQ0MzhmNDRiNTM0Y2QyYTNkYzJkOWQxYzE5M2U=,0,1,0,0,0,0,2,0,2,0,1,1,0,1,1,1
https,bit.ly,3GyFNLm?Confirmation,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,intellidata-analytica.com,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
https,roygijvhluozwnflsypmewrstt-dot-gl44393333333.rj.r.appspot.com,''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''/,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,omesqiwines.de,Amazon/e8242a4b27a1ef9f0432934e6d13ac1b/information.php,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,production.calm-limit-671e.ralph2481.workers.dev,#info@mestanza.de,0,2,0,1,0,1,1,0,0,0,2,0,0,1,1,1
https,ssl-cloud-r.s4-cloud980-0.workers.dev,?user@calstatela.edu+0-00099930,0,1,0,1,0,1,2,0,0,0,1,0,0,1,1,1
https,etc.xvbbh.com,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
http,165.227.122.125,,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,1
http,chase.email.verification.tabriztourist.com,email/,0,2,1,0,0,0,1,0,0,0,2,1,0,1,1,1
https,sites.google.com,site/habbotuttogratis/assignments,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,sites.google.com,view/richcoff/bt-business,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,morfybox.com,wiyqmdc/cache/sk/,0,0,1,0,0,0,0,0,2,0,1,2,0,1,1,1
http,home.myfairpoint.net,~rikrite/callgroup/,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,administraciondefincaspereznovo.com,n26.com.miseajour.servicetechnique/N26-Link/Error.php?hash=NzQyNzU5NTA4NTQ2NA==&token=TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxM180IGxpa2UgTWFjIE9TIFgpIEFwcGxlV2ViS2l0LzYwNS4xLjE1IChLSFRNTCwgbGlrZSBHZWNrbykgVmVyc2lvbi8xMy4xIE1vYmlsZS8xNUUxNDggU2FmYXJpLzYwNC4xMTE2LjIwMi4xNC4yNDEyMDIyOkphbjpUdWU=,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,me2.kr,ij3t9,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,paket-swiss-post.angry.jp,,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1
https,i.violationspage.validationspege.workers.dev,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1
https,www.theneontree.in,wp-content/aaaa.php,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,pydttuxozmzjmjqxayxfxhycfr-dot-gl44393333333.rj.r.appspot.com,,0,2,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,ahhhh.pe.kr,zb41/data/1057168297/?email=narindra.mohan@sep.epson.com.sg,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1
http,realestateagentlisting.tv,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,mailupdattee29.web.app,mailserver.schloss-klinik.de-emailrecover=domain=schloss-klinik.demahrhejinfo@schloss-klinik.dethenjfhdfschloss-klinik.deauthenticationheru.html,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
http,cpanel.granadoemurahara.com.br,cmd-login=ca34bf1005b905c9f32588e9cf821582/,0,1,0,0,0,0,2,0,2,0,1,1,0,1,1,1
http,gkjx168.com,images/?amp;amp=us.battle.net/login/enppdb.smkmanuda-ajibarang.sch.id/download/bookmark/ii.php?.randinboxlight.aspx?n74256418=email=fav.1=fid=1fid=4fid.1=fid.1252899642=,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,smgolamalif.github.io,Facebook-login-page/,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,www.de.eurohome.civ.pl,/vendor/composer/,0,0,0,0,1,0,1,0,0,0,2,1,0,1,1,1
https,bncre.odoo.com,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,validacionpichincha.odoo.com,?#scrollTop=0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,satupasuukan.xyz,Verification2.html,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
http,steannconnunity.com,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,cpanel10wh.bkk1.cloud.z.com,~cp785288/hlep/Login/billing.php?verify_account=session=NL&amp;4b348722c62b80d9098c78c61ca59e0b&amp;dispatch=86869073709aaae297e8004e76f7e19a226ce020,0,1,0,0,0,0,1,0,2,0,1,1,0,1,1,1
https,surveyheart.com,form/60bda82df448b2396434c877#form/0,0,2,1,0,0,0,0,0,2,0,1,2,0,1,1,1
https,67lksxgjd.bttmassage-thai-tanger.com,#aa@bcp.com.pe,0,2,0,1,0,1,0,0,0,0,1,1,1,1,1,1
https,buplan.co.uk,sparkasse/?nr5w7jlksgf2q439xyo,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,door.hengchangdianfen.cn,payment,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,santoshdangi.com.np,wp-content/themes/23/aeon.co.jp/64b483d03ed9f532d6998ebc17a172d8/login.php,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,httpcpcontacts.granadoemurahara.com.br,cmd-login=7b7adf0f2b466d1461eae7dcc85b77d4/,0,1,0,0,0,0,2,1,2,0,1,1,0,1,1,1
http,www.kurortnoye.com.ua,admin/read-invoice/index.php?rec=ayotorralba@monegros.net,0,1,0,1,0,0,2,0,2,0,1,1,0,1,1,1
https,rlink.vn,7JBqpcfzWqtSidregnbT,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1
http,omesqiwines.de,Amazon/86290e91ba5b7793ce35cc53281afbd8/information.php,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,www.formbuddy.com,cgi-bin/formdisp.pl?u=Twice&amp;f=LLM,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,1
http,www.zimbabwe.net.za,YFNZIP/,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,1
https,unisons.store,wellsfargoini/wellsfargoini/wellsfargoini/wellsfargoini/wellsfargoini_aspx/wells_fargo,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,sbs-siebanlagen.de,hyp.de/Com/mobile_TAN.html?CODE-SMS-Valid_assure_nfpb=true&amp;_pageLabel=as_login_page&amp;connexioncompte_2actionEvt=afficher&amp;lieu.x=fr_SMS-CODE,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1
https,www.co.jp.sefdvsi.cn,,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
https,fatura-digitalhiiper.net,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,top10songsnews.com,ggry/ourtime123/ourtime.php?746f703130736f6e67736e6577732e636f6d,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1
http,rsujkblokqlyqfonpzgztejdji-dot-gl44393333333.rj.r.appspot.com,,0,2,1,0,0,1,1,0,1,1,1,1,0,1,1,1
https,sites.google.com,view/szdgsdhgd,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,ftx-register.biz,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
https,docs.google.com,forms/d/e/1FAIpQLSe8dS15kxXDcrHFspCFRbVY6sBDhP0E4540zZMhhVzoueWvKA/viewform?vc=0&c=0&w=1&flr=0&usp=mail_form_link,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,bit.ly,3HyyZhi,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,poligrafiapias.com,Secured-adobe/2b078be1175659f354b82191320e7c51,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,omesqiwines.de,Amazon/82f2f2eed25df8eedc2742d7651ec1ea/card.php,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,omesqiwines.de,Amazon/2370b060b8d6a6d0f7f1f44c8d68503f/information.php,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,postoffice61-t.neolane.net,"r/?id=h1d413326,18ebf583,18ebf58e&nameId=%40OjsPD%2By6WiA0H7aFFbV8JQ%3D%3D&p1=k-l8.online/?e=ZG9udGhvbXBzb25AbGVnYWxzaGllbGRjb3JwLmNvbQ==",0,1,0,0,0,1,0,0,2,0,2,0,0,1,1,1
http,mjaymu1hetezmtj0aa.filesusr.com,html/c69417_3069841d505568614ed8bca153fc7adf.html,0,1,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,613707.selcdn.ru,pato/r.html?email=user@exchange.calstatela.edu,0,2,0,1,0,0,0,0,0,0,1,1,0,1,1,1
http,pagesserivce.co.vu,,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
https,static-promote.weebly.com,share/966422fc-dd9f-4e8c-a007-8a9d77b53709,0,1,0,0,0,1,0,0,0,0,2,1,0,1,1,1
http,domaincontroller.pmeimg.co.uk,bbva/592cf4/425bdbd3-91cf-4e9f-9498-7a06b3ad75ec/,0,1,0,0,0,0,2,0,0,0,1,0,0,1,1,1
https,voice-note-received.sgp1.digitaloceanspaces.com,v1ibe3vicvgiro1fgdb4sbd06ve1r03f.html,0,1,0,0,0,1,2,0,0,0,1,0,0,1,1,1
https,saliksnas.lojaintegrada.com.br,pagina/ing.html?id=7093589,0,2,0,0,0,0,2,0,2,0,1,0,0,1,1,1
https,mail-account-verify-f4723.web.app,#koelnmesse@press1.de,0,2,0,1,0,1,0,0,0,0,1,1,0,1,1,1
https,lombard11.eu,signin.htm,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,mail.ims-fe.com,pascal,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1
